Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
26-SEP-2019,AMBUJACEM,210.50,210.10,0.0019,0.0324,0.0314,0.5999
26-SEP-2019,AMDIND,16.55,16.40,0.0091,0.0411,0.0399,0.7623
26-SEP-2019,AMJLAND,17.45,17.55,-0.0057,0.0323,0.0313,0.5980
26-SEP-2019,AMRUTANJAN,345.25,330.25,0.0444,0.0238,0.0255,0.4872
26-SEP-2019,ANANTRAJ,35.25,35.25,0.0000,0.0276,0.0268,0.5120
26-SEP-2019,ANDHRABANK,18.35,18.30,0.0027,0.0228,0.0221,0.4222
26-SEP-2019,ANDHRACEMT,2.75,2.95,-0.0702,0.0693,0.0694,1.3259
26-SEP-2019,ANDHRSUGAR,300.75,306.10,-0.0176,0.0242,0.0239,0.4566
26-SEP-2019,ANIKINDS,7.85,7.75,0.0128,0.0314,0.0306,0.5846
26-SEP-2019,ANKITMETAL,0.45,0.50,-0.1054,0.0969,0.0974,1.8608
26-SEP-2019,ANSALAPI,5.15,5.25,-0.0192,0.0379,0.0370,0.7069
26-SEP-2019,ANSALHSG,5.45,5.35,0.0185,0.0536,0.0522,0.9973
26-SEP-2019,ANTGRAPHIC,0.75,0.75,0.0000,0.0271,0.0263,0.5025
26-SEP-2019,ANUP,442.40,410.05,0.0759,0.0292,0.0339,0.6477
26-SEP-2019,APARINDS,569.00,568.70,0.0005,0.0275,0.0267,0.5101
26-SEP-2019,APCL,147.15,148.05,-0.0061,0.0261,0.0253,0.4834
26-SEP-2019,APCOTEXIND,207.00,209.45,-0.0118,0.0197,0.0193,0.3687
26-SEP-2019,APEX,247.60,247.45,0.0006,0.0354,0.0343,0.6553
26-SEP-2019,APLAPOLLO,1357.55,1391.25,-0.0245,0.0238,0.0238,0.4547
26-SEP-2019,APLLTD,524.40,517.25,0.0137,0.0202,0.0199,0.3802
26-SEP-2019,APOLLO,81.75,82.95,-0.0146,0.0446,0.0434,0.8292
26-SEP-2019,APOLLOHOSP,1429.20,1427.55,0.0012,0.0184,0.0178,0.3401
26-SEP-2019,APOLLOTYRE,184.40,184.95,-0.0030,0.0218,0.0211,0.4031
26-SEP-2019,APOLSINHOT,850.55,850.60,-0.0001,0.0255,0.0247,0.4719
26-SEP-2019,APTECHT,160.60,150.50,0.0650,0.0403,0.0422,0.8062
26-SEP-2019,ARCHIDPLY,29.40,30.50,-0.0367,0.0400,0.0398,0.7604
26-SEP-2019,ARCHIES,20.30,20.60,-0.0147,0.0493,0.0479,0.9151
26-SEP-2019,ARCOTECH,2.05,2.20,-0.0706,0.0347,0.0378,0.7222
26-SEP-2019,ARENTERP,10.00,10.00,0.0000,0.0433,0.0420,0.8024
26-SEP-2019,ARIES,64.25,64.75,-0.0078,0.0538,0.0522,0.9973
26-SEP-2019,ARIHANT,19.40,18.40,0.0529,0.0579,0.0576,1.1004
26-SEP-2019,ARIHANTSUP,44.30,42.10,0.0509,0.0351,0.0362,0.6916
26-SEP-2019,ARMANFIN,534.55,521.25,0.0252,0.0578,0.0564,1.0775
26-SEP-2019,AROGRANITE,42.25,42.20,0.0012,0.0394,0.0382,0.7298
26-SEP-2019,ARROWGREEN,58.25,60.80,-0.0428,0.0396,0.0398,0.7604
26-SEP-2019,ARROWTEX,9.95,10.35,-0.0394,0.0360,0.0362,0.6916
26-SEP-2019,ARSHIYA,21.90,21.15,0.0348,0.0615,0.0602,1.1501
26-SEP-2019,ARSSINFRA,25.30,26.60,-0.0501,0.0335,0.0347,0.6629
26-SEP-2019,ARVIND,49.10,51.15,-0.0409,0.0365,0.0368,0.7031
26-SEP-2019,ARVINDFASN,449.85,456.90,-0.0156,0.0308,0.0301,0.5751
26-SEP-2019,ARVSMART,87.60,87.50,0.0011,0.0191,0.0185,0.3534
26-SEP-2019,ASAHIINDIA,190.05,191.40,-0.0071,0.0264,0.0257,0.4910
26-SEP-2019,ASAHISONG,133.70,133.00,0.0052,0.0313,0.0304,0.5808
26-SEP-2019,ASAL,37.50,37.80,-0.0080,0.0505,0.0490,0.9361
26-SEP-2019,ASHAPURMIN,26.55,26.10,0.0171,0.0290,0.0284,0.5426
26-SEP-2019,ASHIANA,105.65,107.50,-0.0174,0.0249,0.0245,0.4681
26-SEP-2019,ASHIMASYN,8.95,8.90,0.0056,0.0413,0.0401,0.7661
26-SEP-2019,ASHOKA,105.90,104.35,0.0147,0.0465,0.0452,0.8635
26-SEP-2019,ASHOKLEY,73.50,70.75,0.0381,0.0503,0.0497,0.9495
26-SEP-2019,ASIANHOTNR,108.40,106.55,0.0172,0.0410,0.0400,0.7642
26-SEP-2019,ASIANLAKTO,11.10,11.10,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,ASIANPAINT,1770.95,1751.80,0.0109,0.0267,0.0260,0.4967
26-SEP-2019,ASIANTILES,241.70,240.75,0.0039,0.0244,0.0237,0.4528
26-SEP-2019,ASPINWALL,127.45,137.95,-0.0792,0.0264,0.0321,0.6133
26-SEP-2019,ASSAMCO,0.60,0.60,0.0000,0.0568,0.0551,1.0527
26-SEP-2019,ASSOFIN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,ASTEC,408.15,388.90,0.0483,0.0235,0.0257,0.4910
26-SEP-2019,ASTERDM,121.40,123.85,-0.0200,0.0219,0.0218,0.4165
26-SEP-2019,ASTRAL,1157.80,1181.65,-0.0204,0.0228,0.0227,0.4337
26-SEP-2019,ASTRAMICRO,81.10,81.10,0.0000,0.0275,0.0267,0.5101
26-SEP-2019,ASTRAZEN,2247.05,2148.65,0.0448,0.0293,0.0305,0.5827
26-SEP-2019,ASTRON,111.05,110.45,0.0054,0.0258,0.0250,0.4776
26-SEP-2019,ATFL,499.90,502.80,-0.0058,0.0174,0.0169,0.3229
26-SEP-2019,ATLANTA,9.15,9.40,-0.0270,0.0391,0.0385,0.7355
26-SEP-2019,ATLANTIC,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,ATLASCYCLE,78.10,74.40,0.0485,0.0388,0.0395,0.7546
26-SEP-2019,ATUL,3916.75,3991.30,-0.0189,0.0189,0.0189,0.3611
26-SEP-2019,ATULAUTO,229.30,228.90,0.0017,0.0316,0.0306,0.5846
26-SEP-2019,AUBANK,654.25,644.00,0.0158,0.0235,0.0231,0.4413
26-SEP-2019,AURIONPRO,109.10,105.80,0.0307,0.0345,0.0343,0.6553
26-SEP-2019,AUROPHARMA,610.75,602.15,0.0142,0.0173,0.0171,0.3267
26-SEP-2019,AURUMCAP,9.70,9.70,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,AUSOMENT,30.50,30.35,0.0049,0.0374,0.0363,0.6935
26-SEP-2019,AUTOAXLES,992.55,937.15,0.0574,0.0477,0.0483,0.9228
26-SEP-2019,AUTOIND,38.60,39.00,-0.0103,0.0544,0.0528,1.0087
26-SEP-2019,AUTOLITIND,24.20,24.45,-0.0103,0.0361,0.0351,0.6706
26-SEP-2019,AVADHSUGAR,290.00,283.90,0.0213,0.0361,0.0354,0.6763
26-SEP-2019,AVAIL,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,AVANTIFEED,383.15,377.00,0.0162,0.0276,0.0271,0.5177
26-SEP-2019,AVTNPL,23.25,23.25,0.0000,0.0214,0.0207,0.3955
26-SEP-2019,AXISBANK,699.90,694.95,0.0071,0.0281,0.0273,0.5216
26-SEP-2019,AXISCADES,81.20,80.00,0.0149,0.0321,0.0313,0.5980
26-SEP-2019,AXISGOLD,3306.90,3340.50,-0.0101,0.0110,0.0109,0.2082
26-SEP-2019,AXISNIFTY,1182.37,1173.43,0.0076,0.0165,0.0161,0.3076
26-SEP-2019,AYMSYNTEX,32.95,33.80,-0.0255,0.0333,0.0329,0.6286
26-SEP-2019,BAGFILMS,1.65,1.70,-0.0299,0.0557,0.0545,1.0412
26-SEP-2019,BAJAJ-AUTO,2970.30,2941.15,0.0099,0.0220,0.0215,0.4108
26-SEP-2019,BAJAJCON,250.00,248.55,0.0058,0.0190,0.0185,0.3534
26-SEP-2019,BAJAJELEC,403.70,400.10,0.0090,0.0262,0.0255,0.4872
26-SEP-2019,BAJAJFINSV,8464.80,8255.50,0.0250,0.0296,0.0293,0.5598
26-SEP-2019,BAJAJHIND,6.90,7.05,-0.0215,0.0410,0.0401,0.7661
26-SEP-2019,BAJAJHLDNG,3481.85,3501.80,-0.0057,0.0298,0.0289,0.5521
26-SEP-2019,BAJFINANCE,4000.80,3931.00,0.0176,0.0343,0.0335,0.6400
26-SEP-2019,BALAJITELE,55.85,55.40,0.0081,0.0387,0.0376,0.7183
26-SEP-2019,BALAMINES,349.20,319.20,0.0898,0.0410,0.0454,0.8674
26-SEP-2019,BALAXI,94.00,97.95,-0.0412,0.0309,0.0316,0.6037
26-SEP-2019,BALKRISHNA,30.45,29.65,0.0266,0.0680,0.0663,1.2667
26-SEP-2019,BALKRISIND,786.60,778.95,0.0098,0.0213,0.0208,0.3974
26-SEP-2019,BALLARPUR,0.55,0.55,0.0000,0.0616,0.0597,1.1406
26-SEP-2019,BALMLAWRIE,171.30,166.15,0.0305,0.0219,0.0225,0.4299
26-SEP-2019,BALPHARMA,40.85,40.00,0.0210,0.0387,0.0379,0.7241
26-SEP-2019,BALRAMCHIN,168.60,171.45,-0.0168,0.0370,0.0361,0.6897
26-SEP-2019,BANARBEADS,39.35,39.35,0.0000,0.0244,0.0237,0.4528
26-SEP-2019,BANARISUG,1220.25,1242.05,-0.0177,0.0282,0.0277,0.5292
26-SEP-2019,BANCOINDIA,104.05,103.75,0.0029,0.0364,0.0353,0.6744
26-SEP-2019,BANDHANBNK,503.80,489.60,0.0286,0.0350,0.0346,0.6610
26-SEP-2019,BANG,28.30,29.20,-0.0313,0.0293,0.0294,0.5617
26-SEP-2019,BANKBARODA,95.75,93.50,0.0238,0.0293,0.0290,0.5540
26-SEP-2019,BANKBEES,3067.77,3017.62,0.0165,0.0262,0.0257,0.4910
26-SEP-2019,BANKINDIA,67.80,66.45,0.0201,0.0348,0.0341,0.6515
26-SEP-2019,BANSWRAS,77.00,76.30,0.0091,0.0366,0.0356,0.6801
26-SEP-2019,BARTRONICS,2.20,2.10,0.0465,0.0376,0.0382,0.7298
26-SEP-2019,BASANT,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,BASF,1024.25,1023.20,0.0010,0.0221,0.0214,0.4088
26-SEP-2019,BASML,138.55,139.45,-0.0065,0.0413,0.0401,0.7661
26-SEP-2019,BATAINDIA,1720.50,1706.05,0.0084,0.0226,0.0220,0.4203
26-SEP-2019,BAYERCROP,3390.15,3361.85,0.0084,0.0172,0.0168,0.3210
26-SEP-2019,BBL,972.40,950.95,0.0223,0.0222,0.0222,0.4241
26-SEP-2019,BBTC,1234.05,1226.45,0.0062,0.0566,0.0549,1.0489
26-SEP-2019,BCG,3.50,3.45,0.0144,0.0339,0.0331,0.6324
26-SEP-2019,BCP,9.95,9.80,0.0152,0.0257,0.0252,0.4814
26-SEP-2019,BDL,313.85,310.60,0.0104,0.0213,0.0208,0.3974
26-SEP-2019,BEARDSELL,11.00,11.00,0.0000,0.0337,0.0327,0.6247
26-SEP-2019,BEDMUTHA,12.00,12.20,-0.0165,0.0258,0.0253,0.4834
26-SEP-2019,BEL,111.00,108.95,0.0186,0.0254,0.0250,0.4776
26-SEP-2019,BEML,969.90,907.50,0.0665,0.0357,0.0383,0.7317
26-SEP-2019,BEPL,62.50,63.75,-0.0198,0.0409,0.0399,0.7623
26-SEP-2019,BERGEPAINT,434.10,423.85,0.0239,0.0296,0.0293,0.5598
26-SEP-2019,BFINVEST,290.35,278.15,0.0429,0.0304,0.0313,0.5980
26-SEP-2019,BFUTILITIE,192.85,179.70,0.0706,0.0405,0.0429,0.8196
26-SEP-2019,BGLOBAL,1.50,1.50,0.0000,0.0423,0.0410,0.7833
26-SEP-2019,BGRENERGY,36.50,36.30,0.0055,0.0327,0.0317,0.6056
26-SEP-2019,BHAGERIA,116.40,119.35,-0.0250,0.0269,0.0268,0.5120
26-SEP-2019,BHAGYANGR,20.05,19.80,0.0125,0.0238,0.0233,0.4451
26-SEP-2019,BHAGYAPROP,21.00,21.25,-0.0118,0.0281,0.0274,0.5235
26-SEP-2019,BHAIRAV,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,BHANDARI,1.25,1.25,0.0000,0.0526,0.0510,0.9744
26-SEP-2019,BHARATFORG,450.35,442.30,0.0180,0.0297,0.0291,0.5560
26-SEP-2019,BHARATGEAR,72.25,71.85,0.0056,0.0398,0.0386,0.7375
26-SEP-2019,BHARATRAS,6025.15,5947.10,0.0130,0.0325,0.0317,0.6056
26-SEP-2019,BHARATWIRE,29.60,29.30,0.0102,0.0194,0.0190,0.3630
26-SEP-2019,BHARTIARTL,344.05,341.65,0.0070,0.0211,0.0205,0.3917
26-SEP-2019,BHEL,51.70,50.15,0.0304,0.0280,0.0282,0.5388
26-SEP-2019,BIGBLOC,25.80,25.90,-0.0039,0.0489,0.0474,0.9056
26-SEP-2019,BIL,188.20,197.30,-0.0472,0.0363,0.0370,0.7069
26-SEP-2019,BILENERGY,1.00,1.10,-0.0953,0.0424,0.0473,0.9037
26-SEP-2019,BINANIIND,11.40,12.70,-0.1080,0.0350,0.0430,0.8215
26-SEP-2019,BINDALAGRO,10.95,11.15,-0.0181,0.0487,0.0474,0.9056
26-SEP-2019,BIOCON,216.15,218.25,-0.0097,0.0204,0.0199,0.3802
26-SEP-2019,BIOFILCHEM,4.80,4.90,-0.0206,0.0472,0.0460,0.8788
26-SEP-2019,BIRLACABLE,56.15,55.25,0.0162,0.0564,0.0548,1.0470
26-SEP-2019,BIRLACORPN,606.40,595.75,0.0177,0.0313,0.0307,0.5865
26-SEP-2019,BIRLAMONEY,39.00,39.40,-0.0102,0.0477,0.0463,0.8846
26-SEP-2019,BIUL,58.00,58.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,BKMINDST,0.95,1.00,-0.0513,0.0550,0.0548,1.0470
26-SEP-2019,BLBLIMITED,3.15,3.20,-0.0157,0.0411,0.0400,0.7642
26-SEP-2019,BLISSGVS,102.20,103.20,-0.0097,0.0384,0.0373,0.7126
26-SEP-2019,BLKASHYAP,10.25,10.45,-0.0193,0.0373,0.0365,0.6973
26-SEP-2019,BLS,81.65,80.05,0.0198,0.0339,0.0332,0.6343
26-SEP-2019,BLUEBLENDS,1.10,1.10,0.0000,0.0779,0.0755,1.4424
26-SEP-2019,BLUECOAST,2.80,2.90,-0.0351,0.1855,0.1801,3.4408
26-SEP-2019,BLUEDART,2320.55,2326.90,-0.0027,0.0205,0.0199,0.3802
26-SEP-2019,BLUESTARCO,795.15,770.40,0.0316,0.0284,0.0286,0.5464
26-SEP-2019,BODALCHEM,84.00,84.20,-0.0024,0.0334,0.0324,0.6190
26-SEP-2019,BOMDYEING,86.95,86.10,0.0098,0.0460,0.0447,0.8540
26-SEP-2019,BOROSIL,179.25,176.75,0.0140,0.0408,0.0397,0.7585
26-SEP-2019,BOSCHLTD,14138.50,14082.40,0.0040,0.0275,0.0267,0.5101
26-SEP-2019,BPCL,480.05,465.20,0.0314,0.0397,0.0393,0.7508
26-SEP-2019,BPL,22.10,20.20,0.0899,0.0551,0.0578,1.1043
26-SEP-2019,BRFL,5.50,5.75,-0.0445,0.0354,0.0360,0.6878
26-SEP-2019,BRIGADE,198.10,193.90,0.0214,0.0190,0.0192,0.3668
26-SEP-2019,BRISK,31.00,31.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,BRITANNIA,3092.80,3036.05,0.0185,0.0292,0.0287,0.5483
26-SEP-2019,BRNL,72.45,69.65,0.0394,0.0346,0.0349,0.6668
26-SEP-2019,BROOKS,37.00,36.70,0.0081,0.0397,0.0385,0.7355
26-SEP-2019,BSE,567.65,563.05,0.0081,0.0205,0.0200,0.3821
26-SEP-2019,BSELINFRA,1.05,1.05,0.0000,0.0582,0.0564,1.0775
26-SEP-2019,BSL,30.20,30.55,-0.0115,0.0456,0.0443,0.8464
26-SEP-2019,BSLGOLDETF,3469.00,3512.50,-0.0125,0.0136,0.0135,0.2579
26-SEP-2019,BSLNIFTY,126.23,124.13,0.0168,0.0185,0.0184,0.3515
26-SEP-2019,BSOFT,72.15,70.05,0.0295,0.0408,0.0402,0.7680
26-SEP-2019,BUCKINGHAM,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,BURNPUR,1.45,1.55,-0.0667,0.0440,0.0457,0.8731
26-SEP-2019,BUTTERFLY,166.45,161.85,0.0280,0.0432,0.0424,0.8101
26-SEP-2019,BVCL,12.65,13.05,-0.0311,0.0396,0.0391,0.7470
26-SEP-2019,BYKE,23.05,23.45,-0.0172,0.0473,0.0461,0.8807
26-SEP-2019,CADILAHC,245.70,249.10,-0.0137,0.0186,0.0183,0.3496
26-SEP-2019,CALSOFT,11.90,12.25,-0.0290,0.0378,0.0373,0.7126
26-SEP-2019,CAMLINFINE,57.45,58.10,-0.0113,0.0314,0.0306,0.5846
26-SEP-2019,CANBK,192.70,191.75,0.0049,0.0359,0.0348,0.6649
26-SEP-2019,CANDC,3.50,3.50,0.0000,0.0743,0.0720,1.3756
26-SEP-2019,CANFINHOME,413.90,412.10,0.0044,0.0233,0.0226,0.4318
26-SEP-2019,CANTABIL,227.50,240.35,-0.0549,0.0225,0.0256,0.4891
26-SEP-2019,CAPACITE,207.00,206.75,0.0012,0.0346,0.0335,0.6400
26-SEP-2019,CAPFIN,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CAPLIPOINT,432.90,423.10,0.0229,0.0200,0.0202,0.3859
26-SEP-2019,CAPTRUST,83.85,159.25,-0.6414,0.1493,0.2136,4.0808
26-SEP-2019,CARBORUNIV,302.50,305.65,-0.0104,0.0344,0.0334,0.6381
26-SEP-2019,CAREERP,88.30,92.45,-0.0459,0.0534,0.0530,1.0126
26-SEP-2019,CARERATING,538.40,529.95,0.0158,0.0339,0.0331,0.6324
26-SEP-2019,CASTEXTECH,0.50,0.45,0.1054,0.0738,0.0761,1.4539
26-SEP-2019,CASTLE,25.35,25.35,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CASTROLIND,132.10,132.05,0.0004,0.0243,0.0236,0.4509
26-SEP-2019,CCHHL,4.20,4.30,-0.0235,0.0310,0.0306,0.5846
26-SEP-2019,CCL,237.25,232.95,0.0183,0.0137,0.0140,0.2675
26-SEP-2019,CDSL,210.15,205.75,0.0212,0.0230,0.0229,0.4375
26-SEP-2019,CEATLTD,990.25,965.70,0.0251,0.0209,0.0212,0.4050
26-SEP-2019,CEBBCO,15.80,15.80,0.0000,0.0418,0.0405,0.7738
26-SEP-2019,CELEBRITY,6.90,7.00,-0.0144,0.0343,0.0334,0.6381
26-SEP-2019,CELESTIAL,3.75,3.95,-0.0520,0.0405,0.0413,0.7890
26-SEP-2019,CENTENKA,191.40,186.80,0.0243,0.0303,0.0300,0.5731
26-SEP-2019,CENTEXT,3.05,2.95,0.0333,0.0492,0.0484,0.9247
26-SEP-2019,CENTRAL,73.20,73.20,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CENTRALBK,19.60,19.55,0.0026,0.0277,0.0269,0.5139
26-SEP-2019,CENTRUM,24.45,24.45,0.0000,0.0248,0.0240,0.4585
26-SEP-2019,CENTUM,452.35,443.05,0.0208,0.0300,0.0295,0.5636
26-SEP-2019,CENTURYPLY,157.30,154.80,0.0160,0.0309,0.0302,0.5770
26-SEP-2019,CENTURYTEX,932.90,919.50,0.0145,0.0261,0.0256,0.4891
26-SEP-2019,CERA,2685.25,2698.05,-0.0048,0.0220,0.0214,0.4088
26-SEP-2019,CEREBRAINT,23.40,23.95,-0.0232,0.0268,0.0266,0.5082
26-SEP-2019,CESC,776.10,771.60,0.0058,0.0215,0.0209,0.3993
26-SEP-2019,CESCVENT,393.95,395.70,-0.0044,0.0356,0.0345,0.6591
26-SEP-2019,CGCL,207.40,198.40,0.0444,0.0312,0.0321,0.6133
26-SEP-2019,CGPOWER,15.60,15.25,0.0227,0.0604,0.0588,1.1234
26-SEP-2019,CHALET,324.60,322.05,0.0079,0.0183,0.0178,0.3401
26-SEP-2019,CHAMBLFERT,161.10,160.15,0.0059,0.0353,0.0343,0.6553
26-SEP-2019,CHAMPION,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CHEMFAB,178.00,178.00,0.0000,0.0347,0.0336,0.6419
26-SEP-2019,CHENNPETRO,166.00,164.05,0.0118,0.0251,0.0245,0.4681
26-SEP-2019,CHITRAKUT,30.40,30.40,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CHOLAFIN,310.10,296.10,0.0462,0.0293,0.0306,0.5846
26-SEP-2019,CHOLAHLDNG,498.50,484.75,0.0280,0.0261,0.0262,0.5006
26-SEP-2019,CHROMATIC,0.50,0.60,-0.1823,0.0953,0.1026,1.9602
26-SEP-2019,CIGNITITEC,302.50,291.85,0.0358,0.0208,0.0220,0.4203
26-SEP-2019,CIMMCO,23.55,23.60,-0.0021,0.0549,0.0532,1.0164
26-SEP-2019,CINELINE,37.30,36.95,0.0094,0.0350,0.0340,0.6496
26-SEP-2019,CINEVISTA,11.15,10.65,0.0459,0.0392,0.0396,0.7566
26-SEP-2019,CIPLA,438.45,434.60,0.0088,0.0169,0.0165,0.3152
26-SEP-2019,CITYGOLD,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CKFSL,0.75,0.70,0.0690,0.1174,0.1151,2.1990
26-SEP-2019,CLEDUCATE,78.15,76.75,0.0181,0.0260,0.0256,0.4891
26-SEP-2019,CLNINDIA,302.35,304.40,-0.0068,0.0194,0.0189,0.3611
26-SEP-2019,CMICABLES,65.90,65.75,0.0023,0.0457,0.0443,0.8464
26-SEP-2019,CNOVAPETRO,8.95,8.80,0.0169,0.0466,0.0454,0.8674
26-SEP-2019,COALINDIA,203.30,192.60,0.0541,0.0233,0.0262,0.5006
26-SEP-2019,COCHINSHIP,345.30,344.00,0.0038,0.0176,0.0171,0.3267
26-SEP-2019,COFFEEDAY,53.20,56.00,-0.0513,0.0528,0.0527,1.0068
26-SEP-2019,COLPAL,1512.40,1487.00,0.0169,0.0269,0.0264,0.5044
26-SEP-2019,COMPINFO,10.80,11.25,-0.0408,0.0389,0.0390,0.7451
26-SEP-2019,COMPUSOFT,9.05,8.95,0.0111,0.0266,0.0259,0.4948
26-SEP-2019,CONCOR,618.55,600.20,0.0301,0.0254,0.0257,0.4910
26-SEP-2019,CONFIPET,31.10,31.65,-0.0175,0.0585,0.0569,1.0871
26-SEP-2019,CONSOFINVT,39.50,39.05,0.0115,0.0485,0.0471,0.8998
26-SEP-2019,CONTROLPR,245.40,241.65,0.0154,0.0196,0.0194,0.3706
26-SEP-2019,CORALFINAC,10.95,11.10,-0.0136,0.0342,0.0333,0.6362
26-SEP-2019,CORDSCABLE,46.30,48.20,-0.0402,0.0292,0.0300,0.5731
26-SEP-2019,COROMANDEL,414.55,412.75,0.0044,0.0197,0.0191,0.3649
26-SEP-2019,CORPBANK,16.30,16.10,0.0123,0.0217,0.0213,0.4069
26-SEP-2019,COSMOFILMS,216.25,213.10,0.0147,0.0202,0.0199,0.3802
26-SEP-2019,COUNCODOS,2.15,2.00,0.0723,0.0496,0.0512,0.9782
26-SEP-2019,COX&KINGS,3.95,3.80,0.0387,0.0502,0.0496,0.9476
26-SEP-2019,CPSEETF,24.05,23.45,0.0253,0.0179,0.0184,0.3515
26-SEP-2019,CREATIVE,61.00,61.00,0.0000,0.0190,0.0184,0.3515
26-SEP-2019,CREATIVEYE,1.55,1.50,0.0328,0.0784,0.0764,1.4596
26-SEP-2019,CREDITACC,661.50,670.00,-0.0128,0.0295,0.0288,0.5502
26-SEP-2019,CREMICA,19.20,19.20,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CRESCENT,43.80,43.80,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,CREST,102.70,98.45,0.0423,0.0538,0.0532,1.0164
26-SEP-2019,CRISIL,1356.40,1325.20,0.0233,0.0150,0.0156,0.2980
26-SEP-2019,CRMFGETF,3460.00,3434.05,0.0075,0.0213,0.0207,0.3955
26-SEP-2019,CROMPTON,259.00,260.10,-0.0042,0.0228,0.0221,0.4222
26-SEP-2019,CTE,29.10,30.55,-0.0486,0.0263,0.0281,0.5368
26-SEP-2019,CUB,224.65,222.40,0.0101,0.0230,0.0224,0.4280
26-SEP-2019,CUBEXTUB,12.00,11.45,0.0469,0.0490,0.0489,0.9342
26-SEP-2019,CUMMINSIND,591.95,592.70,-0.0013,0.0235,0.0228,0.4356
26-SEP-2019,CUPID,140.35,138.85,0.0107,0.0219,0.0214,0.4088
26-SEP-2019,CURATECH,1.35,1.00,0.3001,0.1686,0.1792,3.4236
26-SEP-2019,CYBERMEDIA,12.00,12.00,0.0000,0.0016,0.0016,0.0306
26-SEP-2019,CYBERTECH,52.90,54.35,-0.0270,0.0499,0.0488,0.9323
26-SEP-2019,CYIENT,458.25,447.40,0.0240,0.0205,0.0207,0.3955
26-SEP-2019,DAAWAT,28.05,27.85,0.0072,0.0415,0.0403,0.7699
26-SEP-2019,DABUR,447.20,445.55,0.0037,0.0135,0.0131,0.2503
26-SEP-2019,DALBHARAT,859.15,798.25,0.0735,0.0286,0.0331,0.6324
26-SEP-2019,DALMIAREF,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,DALMIASUG,93.00,90.60,0.0261,0.0414,0.0406,0.7757
26-SEP-2019,DAMODARIND,31.40,31.75,-0.0111,0.0363,0.0353,0.6744
26-SEP-2019,DATAMATICS,78.95,78.30,0.0083,0.0391,0.0380,0.7260
26-SEP-2019,DBCORP,148.15,146.10,0.0139,0.0183,0.0181,0.3458
26-SEP-2019,DBL,448.30,439.90,0.0189,0.0417,0.0407,0.7776
26-SEP-2019,DBREALTY,8.20,8.35,-0.0181,0.0359,0.0351,0.6706
26-SEP-2019,DBSTOCKBRO,10.40,8.60,0.1900,0.0347,0.0574,1.0966
26-SEP-2019,DCAL,173.70,172.15,0.0090,0.0248,0.0241,0.4604
26-SEP-2019,DCBBANK,209.60,209.90,-0.0014,0.0256,0.0248,0.4738
26-SEP-2019,DCM,25.10,26.30,-0.0467,0.0449,0.0450,0.8597
26-SEP-2019,DCMFINSERV,0.80,0.90,-0.1178,0.1019,0.1029,1.9659
26-SEP-2019,DCMNVL,29.30,30.95,-0.0548,0.0468,0.0473,0.9037
26-SEP-2019,DCMSHRIRAM,419.40,417.40,0.0048,0.0252,0.0245,0.4681
26-SEP-2019,DCW,17.85,18.00,-0.0084,0.0335,0.0325,0.6209
26-SEP-2019,DDVENTURES,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,DECCANCE,374.00,372.55,0.0039,0.0229,0.0222,0.4241
26-SEP-2019,DEEPAKFERT,103.30,105.90,-0.0249,0.0452,0.0442,0.8444
26-SEP-2019,DEEPAKNTR,313.00,297.70,0.0501,0.0233,0.0257,0.4910
26-SEP-2019,DEEPIND,107.20,105.35,0.0174,0.0270,0.0265,0.5063
26-SEP-2019,DEEPJYOTI,20.80,20.80,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,DELHISAFE,48.80,48.80,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,DELTACORP,194.15,189.85,0.0224,0.0383,0.0375,0.7164
26-SEP-2019,DELTAIMPEX,5.00,5.00,0.0000,0.0000,0.0000,0.0000
